comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
36,1082,TED Talks Live,1446508800,24,Adam Driver,Adam Driver: My journey from Marine to actor,3,1464361829,Actor and Marine Corps veteran,My journey from Marine to actor,3016666
39,858,TED2016,1455840000,23,Sue Desmond-Hellmann,"Sue Desmond-Hellmann: A smarter, more precise way to think about public health",1,1464707312,"CEO, Gates Foundation","A smarter, more precise way to think about public health",929167
71,814,TED Talks Live,1446595200,23,Samantha Nutt,Samantha Nutt: The real harm of the global arms trade,1,1464793818,"Doctor, writer and humanitarian",The real harm of the global arms trade,1049990
28,1186,TED2016,1455580800,19,Norman Lear,Norman Lear: An entertainment icon on living a life of meaning,2,1464879929,"Producer, activist",An entertainment icon on living a life of meaning,1025698
60,756,TED2016,1455840000,30,Stephen Wilkes,"Stephen Wilkes: The passing of time, caught in a single photo",1,1464965497,Narrative photographer,"The passing of time, caught in a single photo",1588740
44,983,TED2016,1455580800,21,Cédric Villani,Cédric Villani: What's so sexy about math?,1,1465226126,Mathematician,What's so sexy about math?,1624428
42,900,TED2016,1455667200,23,Amit Sood,Amit Sood: Every piece of art you've ever wanted to see -- up close and searchable,1,1465311703,Technologist,Every piece of art you've ever wanted to see -- up close and searchable,923916
69,364,TED2016,1455667200,39,ShaoLan,"ShaoLan: The Chinese zodiac, explained",1,1465397735,"Technologist, entrepreneur","The Chinese zodiac, explained",2028383
103,708,TEDxPSU,1456617600,25,Sajay Samuel,Sajay Samuel: How college loans exploit students for profit,1,1465485422,Educator,How college loans exploit students for profit,1116194
60,485,TED2016,1455494400,23,Negin Farsad,Negin Farsad: A highly scientific taxonomy of haters,1,1465572169,"Comedian, filmmaker",A highly scientific taxonomy of haters,1225718
70,794,TED2016,1455667200,26,Andrew Youn,Andrew Youn: 3 reasons why we can win the fight against poverty,1,1465831127,Anti-hunger activist,3 reasons why we can win the fight against poverty,1173235
49,537,TED Talks Live,1446595200,29,Jamila Raqib,Jamila Raqib: The secret to effective nonviolent resistance,1,1465917726,Peacemaker,The secret to effective nonviolent resistance,878864
23,425,TED2016,1455494400,29,Andrew Pelling,Andrew Pelling: This scientist makes ears out of apples,1,1466002215,Biohacker,This scientist makes ears out of apples,1191591
18,1054,TED2016,1455753600,21,Chris Milk,Chris Milk: The birth of virtual reality as an art form,1,1466107255,Immersive storyteller,The birth of virtual reality as an art form,811599
49,895,TEDxBrussels,1417392000,21,Tristan Harris,Tristan Harris: How better tech could protect us from distraction,1,1466176402,Design thinker,How better tech could protect us from distraction,1434311
43,637,TEDxSydney,1464048000,35,Gill Hicks,Gill Hicks: I survived a terrorist attack. Here's what I learned,1,1466433853,Survivor and activist,I survived a terrorist attack. Here's what I learned,813426
70,408,TED2016,1455494400,28,Keolu Fox,Keolu Fox: Why genetic research must be more diverse,1,1466521660,"Geneticist, indigenous rights activist",Why genetic research must be more diverse,809398
73,868,TED@BCG Paris,1463529600,27,Seema Bansal,Seema Bansal: How to fix a broken education system ... without any more money,1,1466607281,Education innovator,How to fix a broken education system ... without any more money,1246214
59,915,TED2016,1455580800,29,Brian Little,"Brian Little: Who are you, really? The puzzle of personality",1,1466694337,Personality researcher,"Who are you, really? The puzzle of personality",4235594
30,440,TED2016,1455667200,29,Tom Hulme,Tom Hulme: What can we learn from shortcuts?,1,1466779565,"Designer, venturer",What can we learn from shortcuts?,1396369
24,675,TED2016,1455580800,23,Wanda Diaz Merced,Wanda Diaz Merced: How a blind astronomer found a way to hear the stars,1,1467038171,Sonic astrophysicist,How a blind astronomer found a way to hear the stars,803813
36,1054,TED@BCG Paris,1463529600,22,Blaise Agüera y Arcas,Blaise Agüera y Arcas: How computers are learning to be creative,1,1467125161,Software architect,How computers are learning to be creative,1413042
126,697,TEDxPSU,1456617600,35,Julia Galef,Julia Galef: Why you think you're right -- even if you're wrong,1,1467214268,Writer,Why you think you're right -- even if you're wrong,3210972
30,289,TED2016,1455494400,32,Prosanta Chakrabarty,"Prosanta Chakrabarty: Clues to prehistoric times, found in blind cavefish",1,1467299918,Ichthyologist,"Clues to prehistoric times, found in blind cavefish",971212
40,518,TED2016,1455494400,28,John Legend,"John Legend: ""Redemption Song""",1,1467385734,"Singer, musician, composer","""Redemption Song""",1538107
65,625,TEDSummit,1466899200,27,Marwa Al-Sabouni,Marwa Al-Sabouni: How Syria's architecture laid the foundation for brutal war,1,1467731731,Architect,How Syria's architecture laid the foundation for brutal war,888896
353,1042,TEDSummit,1467158400,33,Alexander Betts,Alexander Betts: Why Brexit happened -- and what to do next,1,1467818768,Social scientist,Why Brexit happened -- and what to do next,2432449
112,648,TED2016,1455494400,26,Safwat Saleem,"Safwat Saleem: Why I keep speaking up, even when people mock my accent",1,1467904870,"Artist, graphic designer, filmmaker","Why I keep speaking up, even when people mock my accent",1370547
30,797,TEDxMidAtlantic,1443139200,26,Elise Roy,"Elise Roy: When we design for disability, we all benefit",1,1467987813,"Lawyer, artist, human rights advocate","When we design for disability, we all benefit",1162751
38,842,TED@BCG Paris,1463529600,28,Leila Hoteit,Leila Hoteit: 3 lessons on success from an Arab businesswoman,1,1468249217,Women's advocate,3 lessons on success from an Arab businesswoman,1827512
55,647,TED Talks Live,1446681600,29,Eric Haseltine,Eric Haseltine: What will be the next big scientific breakthrough?,1,1468335904,"Author, futurist, innovator",What will be the next big scientific breakthrough?,1475291
30,952,TEDSummit,1466899200,23,Emma Marris,Emma Marris: Nature is everywhere -- we just need to learn to see it,1,1468422019,Environmental writer,Nature is everywhere -- we just need to learn to see it,990075
59,551,TED@BCG Paris,1463529600,36,Shubhendu Sharma,Shubhendu Sharma: How to grow a forest in your backyard,1,1468507362,Eco-entrepreneur,How to grow a forest in your backyard,1320671
80,787,TED2016,1455580800,26,Adam Savage,Adam Savage: My love letter to cosplay,1,1468595263,"Maker, critical thinker",My love letter to cosplay,1730653
65,715,TED@BCG Paris,1463529600,24,Lisa Dyson,Lisa Dyson: A forgotten Space Age technology could change how we grow food,1,1468854400,Sustainability crusader,A forgotten Space Age technology could change how we grow food,1258539
25,686,TEDSummit,1466899200,23,eL Seed,"eL Seed: A project of peace, painted across 50 buildings",1,1468940866,Artist,"A project of peace, painted across 50 buildings",821291
68,788,TEDSummit,1466899200,26,Gerard Ryle,Gerard Ryle: How the Panama Papers journalists broke the biggest leak in history,1,1469027990,Investigative journalist,How the Panama Papers journalists broke the biggest leak in history,997650
49,795,TEDSummit,1466899200,27,Ed Boyden,Ed Boyden: A new way to study the brain's invisible secrets,1,1469114079,Neuroengineer,A new way to study the brain's invisible secrets,1260112
134,1099,TEDSummit,1467158400,28,Suzanne Simard,Suzanne Simard: How trees talk to each other,1,1469200306,Forest ecologist,How trees talk to each other,2396450
75,276,TED2016,1455494400,44,Anthony Goldbloom,Anthony Goldbloom: The jobs we'll lose to machines -- and the ones we won't,1,1470667902,Machine learning expert,The jobs we'll lose to machines -- and the ones we won't,1929261
45,894,TED@BCG Paris,1463529600,21,Martin Reeves,Martin Reeves: How to build a business that lasts 100 years,1,1470755090,Strategist,How to build a business that lasts 100 years,1677142
56,741,TEDxBend,1461369600,20,Molly Winter,Molly Winter: The taboo secret to better health,1,1470840730,Designer,The taboo secret to better health,1507057
19,923,TEDSummit,1466985600,21,Ngozi Okonjo-Iweala,Ngozi Okonjo-Iweala: How Africa can keep rising,1,1470922916,Economist,How Africa can keep rising,778960
107,822,TEDxBoulder,1442620800,27,Dave Brain,Dave Brain: What a planet needs to sustain life,1,1471013398,Planetary scientist,What a planet needs to sustain life,1311426
74,952,TEDSummit,1467158400,30,Monica Araya,Monica Araya: A small country with big ideas to get rid of fossil fuels,1,1471273691,Climate advocate,A small country with big ideas to get rid of fossil fuels,1018830
49,639,TED Talks Live,1446768000,27,James Green,James Green: 3 moons and a planet that could have alien life,1,1471360101, Space physicist,3 moons and a planet that could have alien life,1465749
44,419,TEDSummit,1466985600,31,Sarah Parcak,Sarah Parcak: Hunting for Peru's lost civilizations -- with satellites,1,1471446470,Satellite archaeologist + TED Prize winner,Hunting for Peru's lost civilizations -- with satellites,1027539
43,997,TEDSummit,1467158400,21,Anand Giridharadas,Anand Giridharadas: A letter to all who have lost in this era,1,1471532545,Writer,A letter to all who have lost in this era,961913
11,859,TEDxRiodelaPlata,1443052800,18,Gonzalo Vilariño,Gonzalo Vilariño: How Argentina's blind soccer team became champions,1,1471616075,"Lawyer, coach",How Argentina's blind soccer team became champions,443773
105,746,TED@BCG Paris,1463702400,25,Olivier Scalabre,Olivier Scalabre: The next manufacturing revolution is here,1,1471878966,Industrial systems thinker,The next manufacturing revolution is here,1548845
62,812,TEDxDesMoines,1378598400,20,Timothy Ihrig,Timothy Ihrig: What we can do to die well,1,1471964679,Palliative care physician,What we can do to die well,1279825
35,696,TEDSummit,1466985600,23,Laura Boushnak,Laura Boushnak: The deadly legacy of cluster bombs,1,1472051236,Photographer,The deadly legacy of cluster bombs,645572
100,1129,TEDSummit,1467072000,23,Don Tapscott,Don Tapscott: How the blockchain is changing money and business,1,1472136946,Digital strategist,How the blockchain is changing money and business,2110218
28,682,TEDMED 2015,1447804800,22,Vanessa Ruiz,Vanessa Ruiz: The spellbinding art of human anatomy,1,1472224914,Anatomical artist,The spellbinding art of human anatomy,1257468
20,747,TEDSummit,1467158400,27,Julia Bacha,Julia Bacha: How women wage conflict without violence,1,1472484846,Filmmaker,How women wage conflict without violence,811955
102,948,TEDxColoradoSprings,1445040000,21,Christopher Bell,Christopher Bell: Bring on the female superheroes!,1,1472569257,Media studies scholar,Bring on the female superheroes!,1026017
88,712,TED2016,1455580800,35,Kio Stark,Kio Stark: Why you should talk to strangers,1,1472655748,Stranger enthusiast,Why you should talk to strangers,2618738
42,1096,TEDSummit,1467158400,19,Jonathan Tepperman,Jonathan Tepperman: The risky politics of progress,1,1472741804,Global affairs thinker,The risky politics of progress,942925
46,460,TEDSummit,1467158400,37,James Veitch,James Veitch: The agony of trying to unsubscribe,1,1472828989,Comedian and writer,The agony of trying to unsubscribe,5711833
145,649,TED Talks Live,1446422400,30,Sal Khan,Sal Khan: Let's teach for mastery -- not test scores,1,1473173041,Educator and social entrepreneur,Let's teach for mastery -- not test scores,2201195
58,932,TED2016,1455840000,23,Courtney E. Martin,Courtney E. Martin: The new American Dream,1,1473259922,Journalist,The new American Dream,1404984
46,956,TEDxStanford,1461456000,22,David Camarillo,David Camarillo: Why helmets don't prevent concussions -- and what might,1,1473348468,Bioengineer,Why helmets don't prevent concussions -- and what might,1195181
26,568,TED2016,1455580800,28,Franz Freudenthal,Franz Freudenthal: A new way to heal hearts without surgery,1,1473434215,Pediatric cardiologist,A new way to heal hearts without surgery,1226441
84,976,TED@BCG Paris,1463529600,24,Neha Narula,Neha Narula: The future of money,1,1473692578,Currency futurist,The future of money,1799860
203,856,TED Talks Live,1446336000,28,Julie Lythcott-Haims,Julie Lythcott-Haims: How to raise successful kids -- without over-parenting,1,1473779317,"Academic, author",How to raise successful kids -- without over-parenting,2603203
266,838,TEDSummit,1467072000,21,Michael Shellenberger,Michael Shellenberger: How fear of nuclear power is hurting the environment,1,1473864710,Climate policy expert,How fear of nuclear power is hurting the environment,1185114
60,938,TED2016,1455667200,20,Michael Murphy,Michael Murphy: Architecture that's built to heal,1,1473951839,Designer,Architecture that's built to heal,1162011
95,741,TEDSummit,1466899200,28,Abigail Marsh,Abigail Marsh: Why some people are more altruistic than others,1,1474037238,Psychologist,Why some people are more altruistic than others,1690453
58,813,TEDNYC,1473206400,22,Eric Liu,Eric Liu: There's no such thing as not voting,1,1474297434,Civics educator,There's no such thing as not voting,793098
73,449,TEDxUniversityofNevada,1453507200,32,David Burkus,David Burkus: Why you should know how much your coworkers get paid,1,1474384179,Management researcher,Why you should know how much your coworkers get paid,1713788
34,430,TED Talks Live,1446422400,32,Nadia Lopez,Nadia Lopez: Why open a school? To close a prison,1,1474469981,Educator,Why open a school? To close a prison,1029397
10,784,TED@BCG Paris,1463529600,22,Sebastian Kraves,Sebastian Kraves: The era of personal DNA testing is here,1,1474554901,Biotech entrepreneur,The era of personal DNA testing is here,1052018
35,716,TEDSummit,1467158400,21,Rebecca MacKinnon,Rebecca MacKinnon: We can fight terror without sacrificing our rights,1,1474640266,Internet freedom activist,We can fight terror without sacrificing our rights,1053126
66,882,TEDNYC,1473206400,21,J.D. Vance,J.D. Vance: America's forgotten working class,1,1474903325,Author,America's forgotten working class,1077686
23,276,TED Studio,1464739200,33,Camille A. Brown,Camille A. Brown: A visual history of social dance in 25 moves,1,1474988829,Choreographer and educator,A visual history of social dance in 25 moves,778810
20,801,TED@BCG Paris,1463529600,21,Oded Shoseyov,Oded Shoseyov: How we're harnessing nature's hidden superpowers,1,1475075716,Nanobiotechnologist,How we're harnessing nature's hidden superpowers,1211098
490,867,TEDSummit,1466899200,27,Sam Harris,Sam Harris: Can we build AI without losing control over it?,1,1475160698,"Neuroscientist, philosopher",Can we build AI without losing control over it?,2592561
36,1145,TEDSummit,1466985600,25,Helen Fisher,Helen Fisher: Technology hasn't changed love. Here's why,1,1475247807,"Anthropologist, expert on love",Technology hasn't changed love. Here's why,1593458
39,593,TEDSummit,1466985600,28,Ellen Jorgensen,Ellen Jorgensen: What you need to know about CRISPR,1,1475507534,"Biologist, community science advocate",What you need to know about CRISPR,1400803
72,762,TEDNYC,1473206400,22,Sayu Bhojwani,Sayu Bhojwani: Immigrant voices make democracy stronger,1,1475593266,Immigration scholar,Immigrant voices make democracy stronger,783649
56,762,TEDxStanford,1461456000,23,Adam de la Zerda,Adam de la Zerda: We can start winning the war against cancer,1,1475680407,"Biologist, electrical engineer",We can start winning the war against cancer,985203
109,706,TEDSummit,1466899200,33,Isaac Lidsky,Isaac Lidsky: What reality are you creating for yourself?,1,1475766433,"Author, entrepreneur",What reality are you creating for yourself?,2561564
13,269,TED Studio,1462147200,33,Rainn Wilson,Rainn Wilson: Ideas worth dating,1,1475837387,"Actor, writer",Ideas worth dating,792297
83,601,TED2016,1455580800,34,John McWhorter,John McWhorter: 4 reasons to learn a new language,1,1475866492,Linguist,4 reasons to learn a new language,2173228
29,849,TEDSummit,1467244800,24,Ione Wells,Ione Wells: How we talk about sexual assault online,1,1476113142,"Writer, activist",How we talk about sexual assault online,1024139
32,605,TEDSummit,1467244800,28,Pico Iyer,Pico Iyer: The beauty of what we'll never know,1,1476198636,Global author,The beauty of what we'll never know,1477238
25,588,TEDMED 2015,1447804800,26,Melissa Walker,Melissa Walker: Art can heal PTSD's invisible wounds,1,1476284942,Creative arts therapist,Art can heal PTSD's invisible wounds,827933
24,801,TED@BCG Paris,1463529600,23,Jim Hemerling,Jim Hemerling: 5 ways to lead in an era of constant change,1,1476371324,Organizational change expert,5 ways to lead in an era of constant change,1811178
86,933,TEDxMontreal,1446854400,16,Trevor Copp and Jeff Fox,Trevor Copp and Jeff Fox: Ballroom dance that breaks gender roles,2,1476457147,Artistic director,Ballroom dance that breaks gender roles,571009
39,1028,TEDSummit,1467158400,20,Rachel Botsman,Rachel Botsman: We've stopped trusting institutions and started trusting strangers,1,1476715734,Trust researcher,We've stopped trusting institutions and started trusting strangers,1307557
24,579,TEDMED 2015,1447804800,29,Todd Coleman,Todd Coleman: A temporary tattoo that brings hospital care to the home,1,1476803065,Bioelectronics innovator﻿,A temporary tattoo that brings hospital care to the home,1134472
84,1062,TEDSummit,1467158400,23,Zeynep Tufekci,Zeynep Tufekci: Machine intelligence makes human morals more important,1,1476890306,Techno-sociologist,Machine intelligence makes human morals more important,1194781
45,1042,TEDxExeter,1460678400,25,Manwar Ali,Manwar Ali: Inside the mind of a former radical jihadist,1,1476976663,Peace activist,Inside the mind of a former radical jihadist,1805897
38,651,TEDNYC,1473206400,20,Philippa Neave,Philippa Neave: The unexpected challenges of a country's first election,1,1477062617,Electoral consultant,The unexpected challenges of a country's first election,859817
93,691,TED@UPS,1473897600,29,Wanis Kabbaj,Wanis Kabbaj: What a driverless world could look like,1,1477322137,Transportation geek,What a driverless world could look like,2859109
49,937,TEDxNewYork,1473465600,23,Ian Bremmer,Ian Bremmer: How the US should use its superpower status,1,1477408639,Political theorist,How the US should use its superpower status,851675
31,788,TEDxIndianaUniversity,1447372800,24,Alyssa Monks,Alyssa Monks: How loss helped one artist find beauty in imperfection,1,1477494359,Painter,How loss helped one artist find beauty in imperfection,1134525
18,993,TEDxAthens,1454716800,27,Tasos Frantzolas,Tasos Frantzolas: Everything you hear on film is a lie,1,1477580720,Entrepreneur,Everything you hear on film is a lie,1236485
6,523,TED2016,1455580800,25,Silk Road Ensemble + Rhiannon Giddens,"Silk Road Ensemble + Rhiannon Giddens: ""St. James Infirmary Blues""",2,1477656279,Musical explorers,"""St. James Infirmary Blues""",820295
326,740,TEDxSydney,1464048000,26,Kelli Jean Drinkwater,Kelli Jean Drinkwater: Enough with the fear of fat,1,1477673749,"Artist, activist ",Enough with the fear of fat,1594248
146,464,TEDSummit,1467158400,30,Christopher Soghoian,Christopher Soghoian: Your smartphone is a civil rights issue,1,1477926404,Privacy researcher and activist,Your smartphone is a civil rights issue,1307805
128,830,TEDxBeaconStreet,1447459200,19,Kandice Sumner,Kandice Sumner: How America's public schools keep kids in poverty,1,1478012934,Educator,How America's public schools keep kids in poverty,1181475
11,675,TED@UPS,1473897600,21,Mallory Soldner,Mallory Soldner: Your company's data could help end world hunger,1,1478100297,Data activist,Your company's data could help end world hunger,951340
23,704,TEDSummit,1467072000,23,Tim Leberecht,Tim Leberecht: 4 ways to build a human company in the age of machines,1,1478185534,Business romantic,4 ways to build a human company in the age of machines,1385538
8,369,TED2016,1455840000,28,"Amanda Palmer, Jherek Bischoff, Usman Riaz","Amanda Palmer, Jherek Bischoff, Usman Riaz: ""Space Oddity""",3,1478261131,"Musician, blogger","""Space Oddity""",738590
90,1158,TEDWomen 2016,1477612800,22,Halla Tómasdóttir,Halla Tómasdóttir: It's time for women to run for office,1,1478274563,Change catalyst,It's time for women to run for office,877915
121,888,TEDWomen 2016,1477612800,23,Suzanne Barakat,Suzanne Barakat: Islamophobia killed my brother. Let's end the hate,1,1478535032,Physician,Islamophobia killed my brother. Let's end the hate,1177013
214,1217,TEDNYC,1478044800,21,Jonathan Haidt,Jonathan Haidt: Can a divided America heal?,2,1478617389,Social psychologist,Can a divided America heal?,1515162
18,423,TED Residency,1468281600,33,Fawn Qiu,Fawn Qiu: Easy DIY projects for kid engineers,1,1478794255,Technologist,Easy DIY projects for kid engineers,1047389
58,631,TED Talks Live,1446595200,24,Hector Garcia,"Hector Garcia: We train soldiers for war. Let's train them to come home, too",1,1478879643,Psychologist,"We train soldiers for war. Let's train them to come home, too",990521
106,1129,TEDWomen 2016,1477526400,16,Kimberlé Crenshaw,Kimberlé Crenshaw: The urgency of intersectionality,2,1479140461,Civil rights advocate,The urgency of intersectionality,857330
48,897,TEDSummit,1467158400,21,Bettina Warburg,Bettina Warburg: How the blockchain will radically transform the economy,1,1479225958,Blockchain entrepreneur and researcher,How the blockchain will radically transform the economy,1985742
45,445,TED Studio,1477008000,38,Steven Johnson,Steven Johnson: The playful wonderland behind great inventions,1,1479311284,Writer,The playful wonderland behind great inventions,1122671
37,713,TED Talks Live,1446422400,23,Victor Rios,Victor Rios: Help for kids the education system ignores,1,1479399394,"Educator, author",Help for kids the education system ignores,1158432
82,1024,TEDxOslo,1422489600,25,Roger Antonsen,Roger Antonsen: Math is the hidden secret to understanding the world,1,1479484808,"Logician, mathematician, computer scientist",Math is the hidden secret to understanding the world,1910593
71,1188,TEDWomen 2016,1477526400,22,Sandi Toksvig,Sandi Toksvig: A political party for women's equality,1,1479744573,"Broadcast personality, politician, author",A political party for women's equality,799891
93,945,TEDSummit,1466899200,23,Juan Enriquez,Juan Enriquez: What will humans look like in 100 years?,1,1479831593,Futurist,What will humans look like in 100 years?,2595890
69,908,TEDxNewYork,1473465600,28,Adam Galinsky,Adam Galinsky: How to speak up for yourself,1,1479917854,Social psychologist,How to speak up for yourself,3225186
291,826,TEDSummit,1467072000,23,Joe Lassiter,Joe Lassiter: We need nuclear power to solve climate change,1,1480346925,Energy scholar,We need nuclear power to solve climate change,1070583
99,965,TEDWomen 2016,1477526400,13,"Alicia Garza, Patrisse Cullors and Opal Tometi","Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter",4,1480434619,"Writer, activist",An interview with the founders of Black Lives Matter,782276
43,847,TEDxExeter,1460678400,23,Danny Dorling,Danny Dorling: Maps that show us who we are (not just where we are),1,1480521997,Social geographer,Maps that show us who we are (not just where we are),1384978
13,686,TEDNYC,1475625600,20,Ryan Gravel,Ryan Gravel: How an old loop of railroads is changing the face of a city,1,1480607832,"Urban planner, designer, author",How an old loop of railroads is changing the face of a city,825412
65,747,TED@UPS,1473897600,24,Kate Adams,Kate Adams: 4 larger-than-life lessons from soap operas,1,1480696361,Digital storyteller,4 larger-than-life lessons from soap operas,1381604
53,1027,TEDWomen 2016,1477526400,13,Tiq Milan and Kim Katrin Milan,Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,2,1480955067,Transgender activist,A queer vision of love and marriage,1172873
40,615,TEDxToronto,1445472000,24,Natalie Panek,Natalie Panek: Let's clean up the space junk orbiting Earth,1,1481041650,"Rocket scientist, explorer",Let's clean up the space junk orbiting Earth,962489
79,931,TEDxMtHood,1430524800,29,Jia Jiang,Jia Jiang: What I learned from 100 days of rejection,1,1481128243,"Author, blogger, entrepreneur",What I learned from 100 days of rejection,3464767
42,944,TEDWomen 2016,1477526400,23,Elizabeth Lesser,Elizabeth Lesser: Say your truths and seek them in others,1,1481213885,Wellness specialist,Say your truths and seek them in others,1290086
44,746,TEDxGhent,1466208000,23,Veerle Provoost,Veerle Provoost: Do kids think of sperm donors as family?,1,1481299843,Bioethicist,Do kids think of sperm donors as family?,1026629
34,1033,TEDxSaltLakeCity,1442620800,22,Kevin B. Jones,Kevin B. Jones: Why curiosity is the key to science and medicine,1,1481559403,Cancer researcher,Why curiosity is the key to science and medicine,888652
76,824,TEDSummit,1467158400,22,Kevin Kelly,Kevin Kelly: How AI can bring on a second Industrial Revolution,1,1481645049,Digital visionary,How AI can bring on a second Industrial Revolution,1389133
85,1103,TEDxNewYork,1473465600,19,Rebecca Brachman,Rebecca Brachman: Could a drug prevent depression and PTSD?,1,1481730708,"Neuroscientist, writer, entrepreneur",Could a drug prevent depression and PTSD?,1173589
52,620,TED Talks Live,1446422400,16,Dena Simmons,Dena Simmons: How students of color confront impostor syndrome,1,1481817482,Educator,How students of color confront impostor syndrome,1005451
90,714,TEDWomen 2016,1477526400,33,Laura Vanderkam,Laura Vanderkam: How to gain control of your free time,1,1481904806,Author,How to gain control of your free time,4864165
135,1117,TEDxCambridge,1475107200,18,David Autor,David Autor: Will automation take away all our jobs?,1,1482163386,Economist,Will automation take away all our jobs?,1232506
35,237,TEDWomen 2016,1477612800,26,Chinaka Hodge,Chinaka Hodge: What will you tell your daughters about 2016?,1,1482235189,"Writer, educator",What will you tell your daughters about 2016?,1119309
40,715,TEDxBeaconStreet,1447459200,24,Anjali Tripathi,Anjali Tripathi: Why Earth may someday look like Mars,1,1482271030,Astrophysicist,Why Earth may someday look like Mars,975597
240,987,TEDWomen 2016,1477612800,18,Sharon Brous,Sharon Brous: It's time to reclaim religion,1,1482336304,Rabbi,It's time to reclaim religion,1219102
53,954,TEDxBerlin,1472947200,18,James Beacham,James Beacham: How we explore unanswered questions in physics,1,1482423603,Experimental particle physicist,How we explore unanswered questions in physics,1430257
76,808,TED@IBM,1479168000,36,Adam Grant,Adam Grant: Are you a giver or a taker?,1,1483457867,Organizational psychologist,Are you a giver or a taker?,3535736
92,899,TEDWomen 2016,1477612800,18,Erika Gregory,Erika Gregory: The world doesn't need more nuclear weapons,1,1483546226,Nuclear reformer,The world doesn't need more nuclear weapons,899560
45,728,TED Talks Live,1446422400,28,Sam Kass,Sam Kass: Want kids to learn well? Feed them well,1,1483632661,Food entrepreneur,Want kids to learn well? Feed them well,1345520
116,896,TEDxOmaha,1475884800,20,Sofia Jawed-Wessel,Sofia Jawed-Wessel: The lies we tell pregnant women,1,1483719338,Sex researcher,The lies we tell pregnant women,1614524
43,917,TEDxSFU,1447545600,24,Mandy Len Catron,Mandy Len Catron: A better way to talk about love,1,1483977980,Writer,A better way to talk about love,1802516
58,575,TED@IBM,1479168000,26,George Tulevski,George Tulevski: The next step in nanotechnology,1,1484065177,Materials scientist,The next step in nanotechnology,1284067
18,720,TEDxBeaconStreet,1479513600,19,Dan Bricklin,Dan Bricklin: Meet the inventor of the electronic spreadsheet,1,1484149970,Software pioneer,Meet the inventor of the electronic spreadsheet,992523
43,759,TEDxKC,1471564800,20,Alejandro Sánchez Alvarado,"Alejandro Sánchez Alvarado: To solve old problems, study new species",1,1484237268,Developmental and regeneration biologist,"To solve old problems, study new species",1059199
31,766,TEDWomen 2016,1477526400,20,Sisonke Msimang,"Sisonke Msimang: If a story moves you, act on it",1,1484324374,"Writer, activist","If a story moves you, act on it",1147037
266,1027,TEDSummit,1466985600,31,Jennifer Brea,Jennifer Brea: What happens when you have a disease doctors can't diagnose,1,1484669356,Filmmaker,What happens when you have a disease doctors can't diagnose,1406574
360,970,TEDWomen 2016,1477526400,17,Ashley Judd,Ashley Judd: How online abuse of women has spiraled out of control,1,1484754934,"Actor, activist",How online abuse of women has spiraled out of control,1422701
14,649,TEDxYouth@Sydney,1464048000,19,Emily Parsons-Lord,Emily Parsons-Lord: Art made of the air we breathe,1,1484841471,Artist,Art made of the air we breathe,827288
128,721,TEDxMarin,1474070400,19,Robb Willer,Robb Willer: How to have better political conversations,1,1484928428,Social psychologist,How to have better political conversations,1243853
92,1099,TEDxVienna,1446249600,16,Paul Knoepfler,Paul Knoepfler: The ethical dilemma of designer babies,1,1485188309,Biologist,The ethical dilemma of designer babies,1082248
31,715,TEDWomen 2016,1477440000,20,Jeanne Gang,Jeanne Gang: Buildings that blend nature and city,1,1485274383,Architect,Buildings that blend nature and city,1035995
54,867,TED@IBM,1479168000,18,Caleb Barlow,Caleb Barlow: Where is cybercrime really coming from?,1,1485360776,Cybercrime fighter,Where is cybercrime really coming from?,1304221
59,1211,TEDxExeter,1460678400,19,Deeyah Khan,Deeyah Khan: What we don't know about Europe's Muslim kids,1,1485446543,Filmmaker,What we don't know about Europe's Muslim kids,1195885
29,479,TEDWomen 2016,1477440000,32,Deepika Kurup,Deepika Kurup: A young scientist's quest for clean water,1,1485533091,"Inventor, student scientist",A young scientist's quest for clean water,958917
20,1308,TED2016,1455494400,17,Sarah Parcak,Sarah Parcak: Help discover ancient ruins -- before it's too late,1,1485791317,Satellite archaeologist + TED Prize winner,Help discover ancient ruins -- before it's too late,799873
34,769,TEDxExeter,1460678400,21,Alan Smith,Alan Smith: Why you should love statistics,1,1485877172,Data visualisation editor,Why you should love statistics,1369939
105,682,TEDxManhattanBeach,1478304000,22,Eduardo Briceño,Eduardo Briceño: How to get better at the things you care about,1,1485965143,Learning expert,How to get better at the things you care about,2031509
133,918,TEDMED 2016,1480464000,27,Sue Klebold,Sue Klebold: My son was a Columbine shooter. This is my story,1,1486051372,Activist,My son was a Columbine shooter. This is my story,2359347
66,827,TEDxBeaconStreet,1479513600,23,Nagin Cox,Nagin Cox: What time is it on Mars?,1,1486138005,Spacecraft operations engineer,What time is it on Mars?,1374091
125,923,TEDxPortland,1460160000,23,Maurice Conti,Maurice Conti: The incredible inventions of intuitive AI,1,1486396112,"Designer, futurist",The incredible inventions of intuitive AI,2759051
308,1146,TEDWomen 2016,1477440000,21,Thordis Elva and Tom Stranger,Thordis Elva and Tom Stranger: Our story of rape and reconciliation,2,1486467874,Writer,Our story of rape and reconciliation,3950921
